Table Name,State Code,Distt. Code,Tehsil Code,Town Code,Area Name,Total/ Rural/ Urban,Total - Persons,Total - Males,Total - Females,Religious communities - Hindu - Persons,Religious communities - Hindu - Males,Religious communities - Hindu - Females,Religious communities - Muslim - Persons,Religious communities - Muslim - Males,Religious communities - Muslim - Females,Religious communities - Christian - Persons,Religious communities - Christian - Males,Religious communities - Christian - Females,Religious communities - Sikh - Persons,Religious communities - Sikh - Males,Religious communities - Sikh - Females,Religious communities - Buddhist - Persons,Religious communities - Buddhist - Males,Religious communities - Buddhist - Females,Religious communities - Jain - Persons,Religious communities - Jain - Males,Religious communities - Jain - Females,Religious communities - Other religions and persuasions (incl.Unclassified Sect.) - Persons,Religious communities - Other religions and persuasions (incl.Unclassified Sect.) - Males,Religious communities - Other religions and persuasions (incl.Unclassified Sect.) - Females,Religious communities - Religion not stated - Persons,Religious communities - Religion not stated - Males,Religious communities - Religion not stated - Females
C0101,33,605,05718,803405,Alangayam (TP),Urban,18327,9059,9268,16035,7946,8089,2045,995,1050,155,66,89,1,0,1,0,0,0,0,0,0,0,0,0,91,52,39
C0101,33,605,05719,000000,Sub-District - Ambur,Total,326211,160982,165229,241531,119161,122370,71349,35439,35910,12495,5981,6514,61,37,24,22,10,12,112,62,50,40,24,16,601,268,333
C0101,33,605,05719,000000,Sub-District - Ambur,Rural,179202,88599,90603,166620,82396,84224,7456,3729,3727,4652,2261,2391,23,15,8,4,1,3,19,11,8,34,21,13,394,165,229
C0101,33,605,05719,000000,Sub-District - Ambur,Urban,147009,72383,74626,74911,36765,38146,63893,31710,32183,7843,3720,4123,38,22,16,18,9,9,93,51,42,6,3,3,207,103,104
C0101,33,605,05719,631065,Kailasagiri (CT),Urban,9421,4673,4748,6001,2995,3006,3211,1585,1626,194,88,106,2,1,1,1,0,1,0,0,0,0,0,0,12,4,8
C0101,33,605,05719,631066,Thuthipattu (CT),Urban,9143,4482,4661,5820,2849,2971,2526,1238,1288,779,385,394,1,1,0,1,0,1,0,0,0,0,0,0,16,9,7
C0101,33,605,05719,803406,Ambur (M),Urban,114608,56382,58226,52486,25661,26825,57415,28519,28896,4394,2037,2357,35,20,15,13,7,6,93,51,42,5,3,2,167,84,83
C0101,33,605,05719,803407,Uthayendram (TP),Urban,13837,6846,6991,10604,5260,5344,741,368,373,2476,1210,1266,0,0,0,3,2,1,0,0,0,1,0,1,12,6,6
C0101,33,605,05720,000000,Sub-District - Tirupathur,Total,561708,283713,277995,518767,262356,256411,34039,16926,17113,7636,3824,3812,51,30,21,31,18,13,314,160,154,14,6,8,856,393,463
C0101,33,605,05720,000000,Sub-District - Tirupathur,Rural,401312,203690,197622,390465,198288,192177,7430,3720,3710,2869,1408,1461,28,16,12,7,3,4,5,3,2,10,5,5,498,247,251
C0101,33,605,05720,000000,Sub-District - Tirupathur,Urban,160396,80023,80373,128302,64068,64234,26609,13206,13403,4767,2416,2351,23,14,9,24,15,9,309,157,152,4,1,3,358,146,212
C0101,33,605,05720,631158,Damalerimuthur (CT),Urban,5250,2594,2656,4941,2445,2496,297,143,154,10,4,6,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
C0101,33,605,05720,631159,Pachchal (CT),Urban,16789,8479,8310,14189,7201,6988,1156,594,562,1328,661,667,8,5,3,5,2,3,5,4,1,0,0,0,98,12,86
C0101,33,605,05720,631160,Periagaram (CT),Urban,4916,2504,2412,4874,2488,2386,0,0,0,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,36,13,23
C0101,33,605,05720,631161,Tirupattur (CT),Urban,19487,9782,9705,14017,7076,6941,5144,2542,2602,296,148,148,0,0,0,6,4,2,3,1,2,0,0,0,21,11,10
C0101,33,605,05720,631162,SuPallipattu (CT),Urban,4998,2548,2450,4627,2368,2259,275,136,139,91,40,51,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1
C0101,33,605,05720,631163,Kasinayagampatti  (CT),Urban,4779,2439,2340,4746,2421,2325,6,2,4,25,15,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
C0101,33,605,05720,803408,Natrampalli (TP),Urban,10390,5178,5212,10223,5103,5120,144,63,81,20,11,9,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2
C0101,33,605,05720,803409,Jolarpet (M),Urban,29662,14596,15066,27250,13421,13829,1318,654,664,1053,501,552,6,3,3,6,3,3,0,0,0,3,0,3,26,14,12
C0101,33,605,05720,803410,Tirupathur (M),Urban,64125,31903,32222,43435,21545,21890,18269,9072,9197,1939,1034,905,7,4,3,7,6,1,301,152,149,0,0,0,167,90,77
C0101,33,606,00000,000000,District - Tiruvannamalai,Total,2464875,1235889,1228986,2294369,1151551,1142818,91636,45583,46053,66987,32917,34070,232,122,110,157,83,74,7898,3951,3947,110,54,56,3486,1628,1858
C0101,33,606,00000,000000,District - Tiruvannamalai,Rural,1969930,989726,980204,1875296,942950,932346,36918,18234,18684,50230,24821,25409,174,94,80,72,42,30,5037,2504,2533,82,41,41,2121,1040,1081
C0101,33,606,00000,000000,District - Tiruvannamalai,Urban,494945,246163,248782,419073,208601,210472,54718,27349,27369,16757,8096,8661,58,28,30,85,41,44,2861,1447,1414,28,13,15,1365,588,777
C0101,33,606,05721,000000,Sub-District - Arani,Total,294976,146822,148154,278614,138845,139769,10544,5193,5351,3701,1751,1950,22,11,11,21,9,12,1645,819,826,20,9,11,409,185,224
C0101,33,606,05721,000000,Sub-District - Arani,Rural,185402,92579,92823,179537,89705,89832,3604,1790,1814,1667,792,875,15,7,8,3,2,1,331,165,166,16,8,8,229,110,119
C0101,33,606,05721,000000,Sub-District - Arani,Urban,109574,54243,55331,99077,49140,49937,6940,3403,3537,2034,959,1075,7,4,3,18,7,11,1314,654,660,4,1,3,180,75,105
C0101,33,606,05721,631212,Sevur (CT),Urban,10299,5213,5086,9731,4912,4819,71,36,35,152,83,69,0,0,0,1,0,1,337,182,155,0,0,0,7,0,7
C0101,33,606,05721,631213,Sathiyavijayanagaram (CT),Urban,5894,2946,2948,5496,2749,2747,336,168,168,26,11,15,0,0,0,0,0,0,33,16,17,0,0,0,3,2,1
C0101,33,606,05721,631214,Paiyur (CT),Urban,7555,3723,3832,7038,3459,3579,293,155,138,202,103,99,0,0,0,0,0,0,2,1,1,1,0,1,19,5,14
C0101,33,606,05721,631215,Mullipattu (CT),Urban,4956,2537,2419,4750,2437,2313,31,14,17,149,74,75,0,0,0,1,1,0,20,9,11,0,0,0,5,2,3
C0101,33,606,05721,631216,Devikapuram (CT),Urban,9800,4926,4874,9285,4671,4614,150,72,78,335,167,168,1,1,0,0,0,0,9,5,4,0,0,0,20,10,10
C0101,33,606,05721,803411,Kannamangalam (TP),Urban,7399,3630,3769,6009,2949,3060,1351,664,687,24,10,14,0,0,0,10,5,5,0,0,0,0,0,0,5,2,3
C0101,33,606,05721,803412,Arani (M),Urban,63671,31268,32403,56768,27963,28805,4708,2294,2414,1146,511,635,6,3,3,6,1,5,913,441,472,3,1,2,121,54,67
C0101,33,606,05722,000000,Sub-District - Cheyyar,Total,338612,169798,168814,328468,164830,163638,7130,3482,3648,1873,933,940,44,26,18,16,7,9,544,263,281,16,7,9,521,250,271
C0101,33,606,05722,000000,Sub-District - Cheyyar,Rural,288321,144748,143573,283134,142208,140926,3123,1524,1599,1367,678,689,37,22,15,9,3,6,322,151,171,14,6,8,315,156,159
C0101,33,606,05722,000000,Sub-District - Cheyyar,Urban,50291,25050,25241,45334,22622,22712,4007,1958,2049,506,255,251,7,4,3,7,4,3,222,112,110,2,1,1,206,94,112
C0101,33,606,05722,631434,Dusi (CT),Urban,5577,2811,2766,5134,2590,2544,376,197,179,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,60,20,40
C0101,33,606,05722,631435,Kilpudupakkam (CT),Urban,6912,3466,3446,6709,3372,3337,76,33,43,78,38,40,1,1,0,0,0,0,47,21,26,0,0,0,1,1,0
C0101,33,606,05722,803413,Tiruvethipuram (M),Urban,37802,18773,19029,33491,16660,16831,3555,1728,1827,421,213,208,6,3,3,7,4,3,175,91,84,2,1,1,145,73,72
C0101,33,606,05723,000000,Sub-District - Vandavasi,Total,336121,167876,168245,310008,154958,155050,16056,7977,8079,6201,3022,3179,26,13,13,34,15,19,3463,1733,1730,4,3,1,329,155,174
C0101,33,606,05723,000000,Sub-District - Vandavasi,Rural,294403,147186,147217,281189,140671,140518,4744,2343,2401,5202,2557,2645,19,10,9,22,10,12,2924,1454,1470,4,3,1,299,138,161
C0101,33,606,05723,000000,Sub-District - Vandavasi,Urban,41718,20690,21028,28819,14287,14532,11312,5634,5678,999,465,534,7,3,4,12,5,7,539,279,260,0,0,0,30,17,13
C0101,33,606,05723,803414,Peranamallur (TP),Urban,5801,2878,2923,5482,2715,2767,182,91,91,35,18,17,0,0,0,7,4,3,93,49,44,0,0,0,2,1,1
C0101,33,606,05723,803415,Vandavasi (M),Urban,31320,15566,15754,19060,9486,9574,10879,5415,5464,949,439,510,7,3,4,1,0,1,400,209,191,0,0,0,24,14,10
C0101,33,606,05723,803416,Desur (TP),Urban,4597,2246,2351,4277,2086,2191,251,128,123,15,8,7,0,0,0,4,1,3,46,21,25,0,0,0,4,2,2
C0101,33,606,05724,000000,Sub-District - Polur,Total,449860,225218,224642,422936,211914,211022,10589,5290,5299,14921,7308,7613,31,17,14,33,22,11,779,389,390,15,6,9,556,272,284
C0101,33,606,05724,000000,Sub-District - Polur,Rural,387606,194462,193144,371881,186625,185256,4949,2501,2448,9583,4737,4846,21,13,8,9,7,2,649,319,330,15,6,9,499,254,245
C0101,33,606,05724,000000,Sub-District - Polur,Urban,62254,30756,31498,51055,25289,25766,5640,2789,2851,5338,2571,2767,10,4,6,24,15,9,130,70,60,0,0,0,57,18,39
C0101,33,606,05724,803417,Kalambur (TP),Urban,14304,7122,7182,13512,6714,6798,744,382,362,42,23,19,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
C0101,33,606,05724,803418,Polur (TP),Urban,28123,13862,14261,23863,11783,12080,2798,1365,1433,1324,647,677,6,2,4,4,1,3,107,60,47,0,0,0,21,4,17
C0101,33,606,05724,803419,Chetpet (TP),Urban,19827,9772,10055,13680,6792,6888,2098,1042,1056,3972,1901,2071,4,2,2,20,14,6,23,10,13,0,0,0,30,11,19
C0101,33,606,05725,000000,Sub-District - Chengam,Total,283917,143861,140056,268191,136097,132094,10062,5008,5054,5301,2559,2742,28,16,12,10,6,4,59,32,27,20,12,8,246,131,115
C0101,33,606,05725,000000,Sub-District - Chengam,Rural,245555,124704,120851,235645,119858,115787,4980,2456,2524,4681,2246,2435,26,16,10,8,5,3,21,12,9,19,12,7,175,99,76
C0101,33,606,05725,000000,Sub-District - Chengam,Urban,38362,19157,19205,32546,16239,16307,5082,2552,2530,620,313,307,2,0,2,2,1,1,38,20,18,1,0,1,71,32,39
C0101,33,606,05725,803420,Pudupalayam (TP),Urban,11382,5608,5774,11165,5500,5665,29,13,16,182,92,90,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
C0101,33,606,05725,803421,Chengam (TP),Urban,26980,13549,13431,21381,10739,10642,5053,2539,2514,438,221,217,2,0,2,2,1,1,38,20,18,1,0,1,65,29,36
C0101,33,606,05726,000000,Sub-District - Thandrampet,Total,179553,90128,89425,164695,82784,81911,7456,3600,3856,7221,3655,3566,14,6,8,5,4,1,21,14,7,2,1,1,139,64,75
C0101,33,606,05726,000000,Sub-District - Thandrampet,Rural,179553,90128,89425,164695,82784,81911,7456,3600,3856,7221,3655,3566,14,6,8,5,4,1,21,14,7,2,1,1,139,64,75
C0101,33,606,05726,000000,Sub-District - Thandrampet,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0101,33,606,05727,000000,Sub-District - Tiruvannamalai,Total,581836,292186,289650,521457,262123,259334,29799,15033,14766,27769,13689,14080,67,33,34,38,20,18,1387,701,686,33,16,17,1286,571,715
C0101,33,606,05727,000000,Sub-District - Tiruvannamalai,Rural,389090,195919,193171,359215,181099,178116,8062,4020,4042,20509,10156,10353,42,20,22,16,11,5,769,389,380,12,5,7,465,219,246
C0101,33,606,05727,000000,Sub-District - Tiruvannamalai,Urban,192746,96267,96479,162242,81024,81218,21737,11013,10724,7260,3533,3727,25,13,12,22,9,13,618,312,306,21,11,10,821,352,469
C0101,33,606,05727,632266,Vengikkal (CT),Urban,18244,9278,8966,17365,8839,8526,227,114,113,577,289,288,2,1,1,4,2,2,39,21,18,0,0,0,30,12,18
C0101,33,606,05727,803422,Tiruvannamalai (M),Urban,145278,72406,72872,119958,59702,60256,20439,10364,10075,4046,1928,2118,21,12,9,18,7,11,579,291,288,21,11,10,196,91,105
C0101,33,606,05727,803423,Kilpennathur (TP),Urban,13718,6902,6816,12841,6459,6382,460,240,220,416,203,213,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C0101,33,606,05727,803424,Vettavalam (TP),Urban,15506,7681,7825,12078,6024,6054,611,295,316,2221,1113,1108,1,0,1,0,0,0,0,0,0,0,0,0,595,249,346
C0101,33,607,00000,000000,District - Viluppuram,Total,3458873,1740819,1718054,3174941,1599867,1575074,133896,66343,67553,138279,68929,69350,325,165,160,238,119,119,4032,2003,2029,278,144,134,6884,3249,3635
C0101,33,607,00000,000000,District - Viluppuram,Rural,2939785,1481475,1458310,2748837,1386505,1362332,64066,31635,32431,118422,59230,59192,200,100,100,165,83,82,2265,1121,1144,211,104,107,5619,2697,2922
C0101,33,607,00000,000000,District - Viluppuram,Urban,519088,259344,259744,426104,213362,212742,69830,34708,35122,19857,9699,10158,125,65,60,73,36,37,1767,882,885,67,40,27,1265,552,713
C0101,33,607,05728,000000,Sub-District - Gingee,Total,423942,213509,210433,383976,193536,190440,15295,7719,7576,21936,10957,10979,20,10,10,27,9,18,1107,551,556,16,12,4,1565,715,850
C0101,33,607,05728,000000,Sub-District - Gingee,Rural,390005,196346,193659,357497,180140,177357,9811,4930,4881,20087,10039,10048,18,8,10,27,9,18,1072,534,538,14,11,3,1479,675,804
C0101,33,607,05728,000000,Sub-District - Gingee,Urban,33937,17163,16774,26479,13396,13083,5484,2789,2695,1849,918,931,2,2,0,0,0,0,35,17,18,2,1,1,86,40,46
C0101,33,607,05728,803425,Gingee (TP),Urban,27045,13696,13349,20201,10239,9962,5044,2567,2477,1678,833,845,2,2,0,0,0,0,35,17,18,2,1,1,83,37,46
C0101,33,607,05728,803426,Ananthapuram (TP),Urban,6892,3467,3425,6278,3157,3121,440,222,218,171,85,86,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
C0101,33,607,05729,000000,Sub-District - Tindivanam,Total,446682,223525,223157,419164,210054,209110,16394,7982,8412,8695,4264,4431,56,33,23,24,11,13,1826,913,913,13,6,7,510,262,248
C0101,33,607,05729,000000,Sub-District - Tindivanam,Rural,351852,176189,175663,339060,170065,168995,6940,3289,3651,4535,2169,2366,24,15,9,8,3,5,834,415,419,12,5,7,439,228,211
C0101,33,607,05729,000000,Sub-District - Tindivanam,Urban,94830,47336,47494,80104,39989,40115,9454,4693,4761,4160,2095,2065,32,18,14,16,8,8,992,498,494,1,1,0,71,34,37
C0101,33,607,05729,803427,Tindivanam (M),Urban,72796,36338,36458,59809,29822,29987,8701,4331,4370,3199,1637,1562,27,14,13,13,8,5,991,498,493,1,1,0,55,27,28
C0101,33,607,05729,803428,Marakkanam (TP),Urban,22034,10998,11036,20295,10167,10128,753,362,391,961,458,503,5,4,1,3,0,3,1,0,1,0,0,0,16,7,9
C0101,33,607,05730,000000,Sub-District - Vanur,Total,196422,98822,97600,178322,89883,88439,14973,7385,7588,2074,1048,1026,16,9,7,20,14,6,249,124,125,115,57,58,653,302,351
C0101,33,607,05730,000000,Sub-District - Vanur,Rural,164696,83132,81564,160628,81094,79534,1306,664,642,1731,877,854,13,9,4,10,8,2,249,124,125,114,57,57,645,299,346
C0101,33,607,05730,000000,Sub-District - Vanur,Urban,31726,15690,16036,17694,8789,8905,13667,6721,6946,343,171,172,3,0,3,10,6,4,0,0,0,1,0,1,8,3,5
C0101,33,607,05730,803429,Kottakuppam (TP),Urban,31726,15690,16036,17694,8789,8905,13667,6721,6946,343,171,172,3,0,3,10,6,4,0,0,0,1,0,1,8,3,5
C0101,33,607,05731,000000,Sub-District - Viluppuram,Total,697569,349406,348163,645767,323691,322076,24480,12245,12235,25934,12795,13139,59,28,31,28,13,15,466,218,248,37,22,15,798,394,404
C0101,33,607,05731,000000,Sub-District - Viluppuram,Rural,551695,276792,274903,525795,263956,261839,6587,3275,3312,18690,9264,9426,26,10,16,11,4,7,44,17,27,18,8,10,524,258,266
C0101,33,607,05731,000000,Sub-District - Viluppuram,Urban,145874,72614,73260,119972,59735,60237,17893,8970,8923,7244,3531,3713,33,18,15,17,9,8,422,201,221,19,14,5,274,136,138
C0101,33,607,05731,633050,Salamedu (CT),Urban,20854,10546,10308,19125,9683,9442,871,432,439,778,393,385,7,4,3,7,3,4,47,21,26,1,1,0,18,9,9
C0101,33,607,05731,803430,Vikravandi (TP),Urban,12022,6037,5985,10260,5140,5120,1418,721,697,324,162,162,1,1,0,0,0,0,0,0,0,7,4,3,12,9,3
C0101,33,607,05731,803431,Viluppuram (M),Urban,96253,47670,48583,75413,37328,38085,14321,7180,7141,5916,2866,3050,24,12,12,10,6,4,362,176,186,11,9,2,196,93,103
C0101,33,607,05731,803432,Valavanur (TP),Urban,16745,8361,8384,15174,7584,7590,1283,637,646,226,110,116,1,1,0,0,0,0,13,4,9,0,0,0,48,25,23
C0101,33,607,05732,000000,Sub-District - Tirukkoyilur,Total,446531,226065,220466,410207,208001,202206,9708,4756,4952,25741,12880,12861,53,24,29,46,27,19,211,110,101,11,6,5,554,261,293
C0101,33,607,05732,000000,Sub-District - Tirukkoyilur,Rural,392460,199019,193441,364127,184784,179343,4759,2391,2368,23125,11617,11508,32,15,17,32,20,12,26,15,11,10,6,4,349,171,178
C0101,33,607,05732,000000,Sub-District - Tirukkoyilur,Urban,54071,27046,27025,46080,23217,22863,4949,2365,2584,2616,1263,1353,21,9,12,14,7,7,185,95,90,1,0,1,205,90,115
C0101,33,607,05732,803433,Manalurpet (TP),Urban,8523,4256,4267,7137,3583,3554,664,321,343,713,348,365,0,0,0,0,0,0,7,3,4,0,0,0,2,1,1
C0101,33,607,05732,803434,Arakandanallur (TP),Urban,5713,2876,2837,4874,2463,2411,736,357,379,100,55,45,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1
C0101,33,607,05732,803435,Tirukkoyilur (TP),Urban,30212,15051,15161,25367,12756,12611,2710,1283,1427,1731,821,910,20,9,11,14,7,7,178,92,86,0,0,0,192,83,109
C0101,33,607,05732,803436,Thiruvennainallur (TP),Urban,9623,4863,4760,8702,4415,4287,839,404,435,72,39,33,0,0,0,0,0,0,0,0,0,1,0,1,9,5,4
C0101,33,607,05733,000000,Sub-District - Sankarapuram,Total,407970,206075,201895,354929,179484,175445,23145,11589,11556,28921,14521,14400,32,14,18,17,7,10,18,6,12,10,3,7,898,451,447
C0101,33,607,05733,000000,Sub-District - Sankarapuram,Rural,392306,198257,194049,343333,173725,169608,19341,9665,9676,28676,14392,14284,32,14,18,17,7,10,17,6,11,10,3,7,880,445,435
C0101,33,607,05733,000000,Sub-District - Sankarapuram,Urban,15664,7818,7846,11596,5759,5837,3804,1924,1880,245,129,116,0,0,0,0,0,0,1,0,1,0,0,0,18,6,12
C0101,33,607,05733,803437,Sankarapuram (TP),Urban,15664,7818,7846,11596,5759,5837,3804,1924,1880,245,129,116,0,0,0,0,0,0,1,0,1,0,0,0,18,6,12
C0101,33,607,05734,000000,Sub-District - Kallakkurichi,Total,466136,234833,231303,441366,222614,218752,16638,8286,8352,6977,3422,3555,49,26,23,19,9,10,100,53,47,69,35,34,918,388,530
C0101,33,607,05734,000000,Sub-District - Kallakkurichi,Rural,346884,175116,171768,337180,170279,166901,4934,2452,2482,4251,2143,2108,23,13,10,6,4,2,7,3,4,28,12,16,455,210,245
C0101,33,607,05734,000000,Sub-District - Kallakkurichi,Urban,119252,59717,59535,104186,52335,51851,11704,5834,5870,2726,1279,1447,26,13,13,13,5,8,93,50,43,41,23,18,463,178,285
C0101,33,607,05734,803438,Vadakkanandal (TP),Urban,23034,11654,11380,21426,10855,10571,647,313,334,936,475,461,1,0,1,4,2,2,0,0,0,1,1,0,19,8,11
C0101,33,607,05734,803439,Thiagadurgam (TP),Urban,18605,9312,9293,15817,7934,7883,2525,1255,1270,242,114,128,1,0,1,1,0,1,1,0,1,0,0,0,18,9,9
C0101,33,607,05734,803440,Kallakkurichi (M),Urban,52507,26460,26047,44035,22276,21759,7037,3522,3515,903,437,466,23,12,11,8,3,5,90,49,41,40,22,18,371,139,232
C0101,33,607,05734,803441,Chinnasalem (TP),Urban,25106,12291,12815,22908,11270,11638,1495,744,751,645,253,392,1,1,0,0,0,0,2,1,1,0,0,0,55,22,33
C0101,33,607,05735,000000,Sub-District - Ulundurpettai,Total,373621,188584,185037,341210,172604,168606,13263,6381,6882,18001,9042,8959,40,21,19,57,29,28,55,28,27,7,3,4,988,476,512
C0101,33,607,05735,000000,Sub-District - Ulundurpettai,Rural,349887,176624,173263,321217,162462,158755,10388,4969,5419,17327,8729,8598,32,16,16,54,28,26,16,7,9,5,2,3,848,411,437
C0101,33,607,05735,000000,Sub-District - Ulundurpettai,Urban,23734,11960,11774,19993,10142,9851,2875,1412,1463,674,313,361,8,5,3,3,1,2,39,21,18,2,1,1,140,65,75
C0101,33,607,05735,803442,Ulundurpettai (TP),Urban,23734,11960,11774,19993,10142,9851,2875,1412,1463,674,313,361,8,5,3,3,1,2,39,21,18,2,1,1,140,65,75
C0101,33,608,00000,000000,District - Salem,Total,3482056,1781571,1700485,3326357,1704451,1621906,95487,47581,47906,53841,26134,27707,412,235,177,174,94,80,992,516,476,246,132,114,4547,2428,2119
C0101,33,608,00000,000000,District - Salem,Rural,1707934,883274,824660,1683726,871325,812401,8196,4121,4075,14453,7055,7398,111,64,47,55,27,28,25,10,15,75,41,34,1293,631,662
C0101,33,608,00000,000000,District - Salem,Urban,1774122,898297,875825,1642631,833126,809505,87291,43460,43831,39388,19079,20309,301,171,130,119,67,52,967,506,461,171,91,80,3254,1797,1457
C0101,33,608,05736,000000,Sub-District - Mettur,Total,419887,218447,201440,408474,212816,195658,3765,1861,1904,7281,3547,3734,31,15,16,15,11,4,4,1,3,12,8,4,305,188,117
C0101,33,608,05736,000000,Sub-District - Mettur,Rural,237538,125662,111876,235170,124470,110700,201,94,107,2065,1037,1028,16,7,9,6,5,1,1,0,1,5,4,1,74,45,29
C0101,33,608,05736,000000,Sub-District - Mettur,Urban,182349,92785,89564,173304,88346,84958,3564,1767,1797,5216,2510,2706,15,8,7,9,6,3,3,1,2,7,4,3,231,143,88
C0101,33,608,05736,633798,Avadattur (CT),Urban,9869,5209,4660,9842,5200,4642,3,1,2,23,8,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
C0101,33,608,05736,633799,Doramangalam (CT),Urban,5322,2810,2512,5284,2793,2491,30,13,17,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0101,33,608,05736,803443,Kolathur (TP),Urban,12748,6513,6235,12298,6282,6016,260,128,132,180,96,84,1,1,0,0,0,0,0,0,0,0,0,0,9,6,3
C0101,33,608,05736,803444,Mecheri (TP),Urban,25676,13495,12181,25487,13393,12094,78,42,36,53,28,25,1,0,1,0,0,0,0,0,0,4,2,2,53,30,23
C0101,33,608,05736,803445,Veerakkalpudur (TP),Urban,16665,8451,8214,16116,8175,7941,246,124,122,294,146,148,5,4,1,0,0,0,0,0,0,0,0,0,4,2,2
C0101,33,608,05736,803446,Mettur (M),Urban,52813,26202,26611,46702,23194,23508,1889,958,931,4076,1958,2118,5,1,4,7,4,3,0,0,0,3,2,1,131,85,46
C0101,33,608,05736,803447,P.N.Patti (TP),Urban,25133,12843,12290,24350,12464,11886,342,169,173,418,197,221,2,1,1,0,0,0,0,0,0,0,0,0,21,12,9
C0101,33,608,05736,803448,Nangavalli (TP),Urban,10809,5505,5304,10630,5417,5213,128,60,68,42,22,20,0,0,0,0,0,0,2,1,1,0,0,0,7,5,2
C0101,33,608,05736,803449,Vanavasi (TP),Urban,7130,3619,3511,7055,3585,3470,45,21,24,28,11,17,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
C0101,33,608,05736,803450,Jalakandapuram (TP),Urban,16184,8138,8046,15540,7843,7697,543,251,292,94,40,54,0,0,0,2,2,0,0,0,0,0,0,0,5,2,3
C0101,33,608,05737,000000,Sub-District - Omalur,Total,494355,258922,235433,483893,253661,230232,4752,2524,2228,5450,2611,2839,41,22,19,15,7,8,13,5,8,41,18,23,150,74,76
C0101,33,608,05737,000000,Sub-District - Omalur,Rural,392042,206000,186042,385438,202747,182691,2249,1134,1115,4154,2019,2135,32,18,14,8,3,5,8,1,7,31,15,16,122,63,59
C0101,33,608,05737,000000,Sub-District - Omalur,Urban,102313,52922,49391,98455,50914,47541,2503,1390,1113,1296,592,704,9,4,5,7,4,3,5,4,1,10,3,7,28,11,17
C0101,33,608,05737,633890,Kottagoundampatty (CT),Urban,7891,4167,3724,7635,4053,3582,85,57,28,161,57,104,0,0,0,0,0,0,0,0,0,2,0,2,8,0,8
C0101,33,608,05737,633891,Vellakkalpatty (CT),Urban,5475,3021,2454,4949,2588,2361,467,401,66,57,31,26,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
C0101,33,608,05737,633892,Kurukkupatti (CT),Urban,5037,2612,2425,4707,2448,2259,13,5,8,315,159,156,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
C0101,33,608,05737,633893,Karukkalvadi (CT),Urban,12052,6313,5739,12008,6294,5714,4,3,1,27,9,18,0,0,0,0,0,0,4,3,1,5,3,2,4,1,3
C0101,33,608,05737,803451,Kadayampatti (TP),Urban,11390,5920,5470,11144,5798,5346,120,63,57,120,56,64,1,0,1,0,0,0,0,0,0,2,0,2,3,3,0
C0101,33,608,05737,803452,Omalur (TP),Urban,16279,8021,8258,14347,7118,7229,1572,744,828,351,154,197,2,1,1,2,1,1,0,0,0,0,0,0,5,3,2
C0101,33,608,05737,803453,Karuppur (TP),Urban,13967,7180,6787,13759,7081,6678,94,46,48,111,50,61,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0
C0101,33,608,05737,803454,Tharamangalam (TP),Urban,30222,15688,14534,29906,15534,14372,148,71,77,154,76,78,3,1,2,2,2,0,1,1,0,1,0,1,7,3,4
C0101,33,608,05738,000000,Sub-District - Edappadi,Total,223756,116729,107027,220077,114905,105172,2145,1072,1073,1274,623,651,14,9,5,5,3,2,4,2,2,5,3,2,232,112,120
C0101,33,608,05738,000000,Sub-District - Edappadi,Rural,150170,79070,71100,148926,78448,70478,451,235,216,640,315,325,5,2,3,3,1,2,4,2,2,4,2,2,137,65,72
C0101,33,608,05738,000000,Sub-District - Edappadi,Urban,73586,37659,35927,71151,36457,34694,1694,837,857,634,308,326,9,7,2,2,2,0,0,0,0,1,1,0,95,47,48
C0101,33,608,05738,803455,Poolampatti (TP),Urban,9477,4769,4708,9269,4670,4599,10,4,6,179,85,94,0,0,0,1,1,0,0,0,0,0,0,0,18,9,9
C0101,33,608,05738,803456,Edappadi (M),Urban,54823,28169,26654,52687,27111,25576,1663,822,841,394,195,199,8,6,2,1,1,0,0,0,0,1,1,0,69,33,36
C0101,33,608,05738,803457,Konganapuram (TP),Urban,9286,4721,4565,9195,4676,4519,21,11,10,61,28,33,1,1,0,0,0,0,0,0,0,0,0,0,8,5,3
